drug,condition,text,rating,date,helpful_votes,clean_text,word_count,detected_ades,meddra_categories,ade_count,ade_severities
Ozempic (Synthetic),Type 2 Diabetes,"The medication is effective, but side effects are barely manageable. It gets the job done, but I feel horrible on injection day. Blood sugar is down, though the nausea restricts my life. My appetite is so much reduced.",8,15-Sep-23,118,medication effective side effects barely manageable gets job done feel horrible injection day blood sugar though nausea restricts life appetite much reduced,22,"nausea, appetite, blood sugar","Gastrointestinal disorders, Metabolism disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Weight Management,I have major pancreatitis concerns now. Dealing with symptoms of gastroparesis.,1,27-Nov-22,121,major pancreatitis concerns dealing symptoms gastroparesis,6,pancreatitis,Gastrointestinal disorders,1,MILD
Ozempic (Synthetic),Weight Management,"Severe constipation that won't go away. The nausea is overwhelming. It works really well, but it's incredibly expensive.",3,17-Feb-23,115,severe constipation go away nausea overwhelming works really well incredibly expensive,11,"nausea, constipation",Gastrointestinal disorders,2,"SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, I have constant fatigue. I'm noticing significant hair loss. I've been dealing with frequent vomiting. Horrible diarrhea nearly every day.",1,05-Feb-23,69,honestly constant fatigue noticing significant hair loss dealing frequent vomiting horrible diarrhea nearly every day,15,"fatigue, vomiting, hair loss, diarrhea","General disorders, Gastrointestinal disorders, Skin disorders",4,"SEVERE, SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"Honestly, I've experienced significant weight loss. I actually have more energy now.",8,16-Feb-22,144,honestly experienced significant weight loss actually energy,7,weight loss,Metabolism disorders,1,MODERATE
Ozempic (Synthetic),Obesity,"It gets the job done, but I feel horrible on injection day. The nausea is overwhelming. I've experienced significant weight loss.",7,29-May-22,69,gets job done feel horrible injection day nausea overwhelming experienced significant weight loss,13,"nausea, weight loss","Gastrointestinal disorders, Metabolism disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"I finally have much better blood sugar control. This drug changed my life completely. I've experienced significant weight loss. It works really well, but it's incredibly expensive.",9,22-Dec-24,139,finally much better blood sugar control drug changed life completely experienced significant weight loss works really well incredibly expensive,19,"weight loss, blood sugar",Metabolism disorders,2,"MODERATE, MODERATE"
Ozempic (Synthetic),Type 2 Diabetes,"To be clear, I finally have much better blood sugar control. My appetite is so much reduced. I've experienced significant weight loss.",9,03-Apr-24,1,clear finally much better blood sugar control appetite much reduced experienced significant weight loss,14,"weight loss, blood sugar, appetite",Metabolism disorders,3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Obesity,"To be clear, I've experienced significant weight loss. The best medication I have ever taken. This drug changed my life completely.",9,28-Apr-22,21,clear experienced significant weight loss best medication ever taken drug changed life completely,13,weight loss,Metabolism disorders,1,MODERATE
Ozempic (Synthetic),Obesity,"I finally have much better blood sugar control. Blood sugar is down, though the nausea restricts my life. It works really well, but it's incredibly expensive. My appetite is so much reduced.",8,28-Aug-23,75,finally much better blood sugar control blood sugar though nausea restricts life works really well incredibly expensive appetite much reduced,20,"nausea, appetite, blood sugar","Gastrointestinal disorders, Metabolism disorders",3,"MILD, MILD, MILD"
Ozempic (Synthetic),Type 2 Diabetes,"In my experience, I actually have more energy now. I finally have much better blood sugar control.",8,06-Dec-22,89,experience actually energy finally much better blood sugar control,9,blood sugar,Metabolism disorders,1,MILD
Ozempic (Synthetic),Obesity,"Honestly, I have major pancreatitis concerns now. There is terrible injection site pain.",2,17-Oct-24,108,honestly major pancreatitis concerns terrible injection site pain,8,"injection site, pancreatitis","General disorders, Gastrointestinal disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"I lose weight, but I'm always tired. My A1C points dropped tremendously. I finally have much better blood sugar control. I actually have more energy now.",10,07-Oct-24,31,lose weight always tired a1c points dropped tremendously finally much better blood sugar control actually energy,16,"tired, blood sugar","General disorders, Metabolism disorders",2,"MILD, MILD"
Ozempic (Synthetic),Obesity,"Honestly, I actually have more energy now. I'm noticing significant hair loss.",6,04-Jun-22,36,honestly actually energy noticing significant hair loss,7,hair loss,Skin disorders,1,MODERATE
Ozempic (Synthetic),Obesity,"My A1C points dropped tremendously. I have constant fatigue. The medication is effective, but side effects are barely manageable. My appetite is so much reduced.",7,26-Mar-24,133,a1c points dropped tremendously constant fatigue medication effective side effects barely manageable appetite much reduced,15,"appetite, fatigue","General disorders, Metabolism disorders",2,"MILD, MILD"
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, I finally have much better blood sugar control. The best medication I have ever taken.",10,30-Oct-24,119,honestly finally much better blood sugar control best medication ever taken,11,blood sugar,Metabolism disorders,1,MILD
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, I have constant fatigue. I'm noticing significant hair loss. I've been dealing with frequent vomiting. I have major pancreatitis concerns now.",3,24-Jan-23,81,honestly constant fatigue noticing significant hair loss dealing frequent vomiting major pancreatitis concerns,13,"fatigue, vomiting, hair loss, pancreatitis","General disorders, Gastrointestinal disorders, Skin disorders",4,"MODERATE, MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Type 2 Diabetes,I have major pancreatitis concerns now. I've been dealing with frequent vomiting. Dealing with symptoms of gastroparesis.,2,01-Oct-22,54,major pancreatitis concerns dealing frequent vomiting dealing symptoms gastroparesis,9,"vomiting, pancreatitis",Gastrointestinal disorders,2,"MODERATE, MODERATE"
Ozempic (Synthetic),Obesity,I actually have more energy now. My appetite is so much reduced. Horrible diarrhea nearly every day. There is terrible injection site pain.,4,30-Dec-23,48,actually energy appetite much reduced horrible diarrhea nearly every day terrible injection site pain,14,"injection site, appetite, diarrhea","General disorders, Gastrointestinal disorders, Metabolism disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"Blood sugar is down, though the nausea restricts my life. The best medication I have ever taken. My appetite is so much reduced.",9,07-Mar-24,137,blood sugar though nausea restricts life best medication ever taken appetite much reduced,13,"nausea, appetite, blood sugar","Gastrointestinal disorders, Metabolism disorders",3,"MILD, MILD, MILD"
Ozempic (Synthetic),Weight Management,"I've been dealing with frequent vomiting. I have constant fatigue. Dealing with symptoms of gastroparesis. The medication is effective, but side effects are barely manageable.",2,29-Dec-23,29,dealing frequent vomiting constant fatigue dealing symptoms gastroparesis medication effective side effects barely manageable,14,"fatigue, vomiting","General disorders, Gastrointestinal disorders",2,"MODERATE, MODERATE"
